State,County,TotalPop
Ohio,Lucas,436261
Ohio,Madison,43456
Ohio,Mahoning,234550
Ohio,Marion,65943
Ohio,Medina,174831
Ohio,Meigs,23473
Ohio,Mercer,40863
Ohio,Miami,103517
Ohio,Monroe,14547
Ohio,Montgomery,533763
Ohio,Morgan,14913
Ohio,Morrow,34996
Ohio,Muskingum,86016
Ohio,Noble,14508
Ohio,Ottawa,41162
Ohio,Paulding,19165
Ohio,Perry,36025
Ohio,Pickaway,56515
Ohio,Pike,28396
Ohio,Portage,161897
Ohio,Preble,41682
Ohio,Putnam,34184
Ohio,Richland,122312
Ohio,Ross,77334
Ohio,Sandusky,60187
Ohio,Scioto,78017
Ohio,Seneca,55929
Ohio,Shelby,49067
Ohio,Stark,374979
Ohio,Summit,541847
Ohio,Trumbull,206373
Ohio,Tuscarawas,92697
Ohio,Union,53470
Ohio,Van Wert,28576
Ohio,Vinton,13234
Ohio,Warren,219916
Ohio,Washington,61351
Ohio,Wayne,115371
Ohio,Williams,37386
Ohio,Wood,128885
Ohio,Wyandot,22467
Oklahoma,Adair,22236
Oklahoma,Alfalfa,5755
Oklahoma,Atoka,13906
Oklahoma,Beaver,5530
Oklahoma,Beckham,23300
Oklahoma,Blaine,9810
Oklahoma,Bryan,44003
Oklahoma,Caddo,29495
Oklahoma,Canadian,126193
Oklahoma,Carter,48442
Oklahoma,Cherokee,48097
Oklahoma,Choctaw,15120
Oklahoma,Cimarron,2341
Oklahoma,Cleveland,268614
Oklahoma,Coal,5812
Oklahoma,Comanche,125531
Oklahoma,Cotton,6112
Oklahoma,Craig,14744
Oklahoma,Creek,70761
Oklahoma,Custer,28978
Oklahoma,Delaware,41409
Oklahoma,Dewey,4863
Oklahoma,Ellis,4121
Oklahoma,Garfield,62192
Oklahoma,Garvin,27455
Oklahoma,Grady,53612
Oklahoma,Grant,4517
Oklahoma,Greer,6117
Oklahoma,Harmon,2866
Oklahoma,Harper,3766
Oklahoma,Haskell,12850
Oklahoma,Hughes,13785
Oklahoma,Jackson,26056
Oklahoma,Jefferson,6333
Oklahoma,Johnston,11022
Oklahoma,Kay,45587
Oklahoma,Kingfisher,15302
Oklahoma,Kiowa,9302
Oklahoma,Latimer,10774
Oklahoma,Le Flore,49899
Oklahoma,Lincoln,34504
Oklahoma,Logan,44493
Oklahoma,Love,9663
Oklahoma,McClain,36512
Oklahoma,McCurtain,33143
Oklahoma,McIntosh,20280
Oklahoma,Major,7700
Oklahoma,Marshall,16014
Oklahoma,Mayes,41007
Oklahoma,Murray,13733
Oklahoma,Muskogee,70224
Oklahoma,Noble,11506
Oklahoma,Nowata,10555
Oklahoma,Okfuskee,12248
Oklahoma,Oklahoma,754480
Oklahoma,Okmulgee,39446
Oklahoma,Osage,48054
Oklahoma,Ottawa,32085
Oklahoma,Pawnee,16499
Oklahoma,Payne,79423
Oklahoma,Pittsburg,44961
Oklahoma,Pontotoc,38055
Oklahoma,Pottawatomie,71136
Oklahoma,Pushmataha,11226
Oklahoma,Roger Mills,3780
Oklahoma,Rogers,89190
Oklahoma,Seminole,25481
Oklahoma,Sequoyah,41464
Oklahoma,Stephens,44806
Oklahoma,Texas,21588
Oklahoma,Tillman,7715
Oklahoma,Tulsa,623335
Oklahoma,Wagoner,75391
Oklahoma,Washington,51760
Oklahoma,Washita,11649
Oklahoma,Woods,9033
Oklahoma,Woodward,20986
Oregon,Baker,16052
Oregon,Benton,86495
Oregon,Clackamas,389438
Oregon,Clatsop,37382
Oregon,Columbia,49389
Oregon,Coos,62775
Oregon,Crook,20956
Oregon,Curry,22338
Oregon,Deschutes,166622
Oregon,Douglas,107194
Oregon,Gilliam,1883
Oregon,Grant,7276
Oregon,Harney,7229
Oregon,Hood River,22749
Oregon,Jackson,208363
Oregon,Jefferson,22061
Oregon,Josephine,83409
Oregon,Klamath,65972
Oregon,Lake,7842
Oregon,Lane,357060
Oregon,Lincoln,46347
Oregon,Linn,118971
Oregon,Malheur,30551
Oregon,Marion,323259
Oregon,Morrow,11204
Oregon,Multnomah,768418
Oregon,Polk,77264
Oregon,Sherman,1795
Oregon,Tillamook,25430
Oregon,Umatilla,76738
Oregon,Union,25745
Oregon,Wallowa,6857
Oregon,Wasco,25492
Oregon,Washington,556210
Oregon,Wheeler,1348
Oregon,Yamhill,101119
Pennsylvania,Adams,101767
Pennsylvania,Allegheny,1231145
Pennsylvania,Armstrong,67979
Pennsylvania,Beaver,169785
Pennsylvania,Bedford,49086
Pennsylvania,Berks,413965
Pennsylvania,Blair,126448
Pennsylvania,Bradford,62228
Pennsylvania,Bucks,626583
Pennsylvania,Butler,185689
Pennsylvania,Cambria,139381
Pennsylvania,Cameron,4869
Pennsylvania,Carbon,64634
Pennsylvania,Centre,157823
Pennsylvania,Chester,509797
Pennsylvania,Clarion,39454
Pennsylvania,Clearfield,81343
Pennsylvania,Clinton,39614
Pennsylvania,Columbia,66912
Pennsylvania,Crawford,87343
Pennsylvania,Cumberland,241427
Pennsylvania,Dauphin,271094
Pennsylvania,Delaware,561683
Pennsylvania,Elk,31370
Pennsylvania,Erie,279858
Pennsylvania,Fayette,134851
Pennsylvania,Forest,7581
Pennsylvania,Franklin,152285
Pennsylvania,Fulton,14694
Pennsylvania,Greene,37938
Pennsylvania,Huntingdon,45906
Pennsylvania,Indiana,87895
Pennsylvania,Jefferson,44756
Pennsylvania,Juniata,24829
Pennsylvania,Lackawanna,213459
Pennsylvania,Lancaster,530216
Pennsylvania,Lawrence,89162
Pennsylvania,Lebanon,135776
Pennsylvania,Lehigh,356756
Pennsylvania,Luzerne,320095
Pennsylvania,Lycoming,116656
Pennsylvania,McKean,42884
Pennsylvania,Mercer,115320
Pennsylvania,Mifflin,46675
Pennsylvania,Monroe,167881
Pennsylvania,Montgomery,812970
Pennsylvania,Montour,18508
Pennsylvania,Northampton,299616
Pennsylvania,Northumberland,94006
Pennsylvania,Perry,45677
Pennsylvania,Philadelphia,1555072
Pennsylvania,Pike,56632
Pennsylvania,Potter,17377
Pennsylvania,Schuylkill,146360
Pennsylvania,Snyder,40046
Pennsylvania,Somerset,76617
Pennsylvania,Sullivan,6381
Pennsylvania,Susquehanna,42369
Pennsylvania,Tioga,42284
Pennsylvania,Union,44958
Pennsylvania,Venango,53906
Pennsylvania,Warren,40962
Pennsylvania,Washington,208226
Pennsylvania,Wayne,51642
Pennsylvania,Westmoreland,361251
Pennsylvania,Wyoming,28147
Pennsylvania,York,439660
Rhode Island,Bristol,49176
Rhode Island,Kent,164958
Rhode Island,Newport,82663
Rhode Island,Providence,630459
Rhode Island,Washington,126405
South Carolina,Abbeville,24997
South Carolina,Aiken,163908
South Carolina,Allendale,9838
South Carolina,Anderson,191215
South Carolina,Bamberg,15432
South Carolina,Barnwell,22098
South Carolina,Beaufort,171420
South Carolina,Berkeley,193613
South Carolina,Calhoun,14958
South Carolina,Charleston,372904
South Carolina,Cherokee,55863
South Carolina,Chester,32556
South Carolina,Chesterfield,46192
South Carolina,Clarendon,34178
South Carolina,Colleton,38004
South Carolina,Darlington,67922
South Carolina,Dillon,31435
South Carolina,Dorchester,145715
South Carolina,Edgefield,26466
South Carolina,Fairfield,23108
South Carolina,Florence,138330
South Carolina,Georgetown,60572
South Carolina,Greenville,474903
South Carolina,Greenwood,69771
South Carolina,Hampton,20473
South Carolina,Horry,290730
South Carolina,Jasper,26549
South Carolina,Kershaw,62722
South Carolina,Lancaster,81263
South Carolina,Laurens,66389
South Carolina,Lee,18461
South Carolina,Lexington,273843
South Carolina,McCormick,9895
South Carolina,Marion,32167
South Carolina,Marlboro,27993
South Carolina,Newberry,37690
South Carolina,Oconee,74949
South Carolina,Orangeburg,90575
South Carolina,Pickens,120124
South Carolina,Richland,397899
South Carolina,Saluda,20000
South Carolina,Spartanburg,291240
South Carolina,Sumter,107777
South Carolina,Union,28125
South Carolina,Williamsburg,33238
South Carolina,York,240076
South Dakota,Aurora,2729
South Dakota,Beadle,18168
South Dakota,Bennett,3438
South Dakota,Bon Homme,7013
South Dakota,Brookings,33046
South Dakota,Brown,38060
South Dakota,Brule,5330
South Dakota,Buffalo,2038
South Dakota,Butte,10292
South Dakota,Campbell,1548
South Dakota,Charles Mix,9239
South Dakota,Clark,3625
South Dakota,Clay,14011
South Dakota,Codington,27750
South Dakota,Corson,4149
South Dakota,Custer,8394
South Dakota,Davison,19787
South Dakota,Day,5618
South Dakota,Deuel,4341
South Dakota,Dewey,5579
South Dakota,Douglas,2973
South Dakota,Edmunds,4018
South Dakota,Fall River,6906
South Dakota,Faulk,2359
South Dakota,Grant,7227
South Dakota,Gregory,4226
South Dakota,Haakon,2083
South Dakota,Hamlin,5982
South Dakota,Hand,3375
South Dakota,Hanson,3386
South Dakota,Harding,1328
South Dakota,Hughes,17466
South Dakota,Hutchinson,7226
South Dakota,Hyde,1413
South Dakota,Jackson,3237
South Dakota,Jerauld,2031
South Dakota,Jones,781
South Dakota,Kingsbury,5107
South Dakota,Lake,12086
South Dakota,Lawrence,24645
South Dakota,Lincoln,49874
South Dakota,Lyman,3837
South Dakota,McCook,5613
South Dakota,McPherson,2263
South Dakota,Marshall,4701
South Dakota,Meade,26381
South Dakota,Mellette,2086
South Dakota,Miner,2306
South Dakota,Minnehaha,178942
South Dakota,Moody,6439
South Dakota,Oglala Lakota,14153
South Dakota,Pennington,106085
South Dakota,Perkins,2981
South Dakota,Potter,2307
South Dakota,Roberts,10318
South Dakota,Sanborn,2339
South Dakota,Spink,6570
South Dakota,Stanley,2962
South Dakota,Sully,1469
South Dakota,Todd,9942
South Dakota,Tripp,5504
South Dakota,Turner,8302
South Dakota,Union,14842
South Dakota,Walworth,5495
South Dakota,Yankton,22636
South Dakota,Ziebach,2833
Tennessee,Anderson,75430
Tennessee,Bedford,45986
Tennessee,Benton,16261
Tennessee,Bledsoe,13686
Tennessee,Blount,125188
Tennessee,Bradley,102062
Tennessee,Campbell,40176
Tennessee,Cannon,13787
Tennessee,Carroll,28353
Tennessee,Carter,56941
Tennessee,Cheatham,39422
Tennessee,Chester,17324
Tennessee,Claiborne,31748
Tennessee,Clay,7780
Tennessee,Cocke,35321
Tennessee,Coffee,53448
Tennessee,Crockett,14600
Tennessee,Cumberland,57455
Tennessee,Davidson,658506
Tennessee,Decatur,11686
Tennessee,DeKalb,19038
Tennessee,Dickson,50472
Tennessee,Dyer,38054
Tennessee,Fayette,38814
Tennessee,Fentress,17931
Tennessee,Franklin,41138
Tennessee,Gibson,49572
Tennessee,Giles,28949
Tennessee,Grainger,22736
Tennessee,Greene,68576
Tennessee,Grundy,13524
Tennessee,Hamblen,62999
Tennessee,Hamilton,348121
Tennessee,Hancock,6642
Tennessee,Hardeman,26253
Tennessee,Hardin,25900
Tennessee,Hawkins,56595
Tennessee,Haywood,18248
Tennessee,Henderson,28013
Tennessee,Henry,32269
Tennessee,Hickman,24283
Tennessee,Houston,8290
Tennessee,Humphreys,18240
Tennessee,Jackson,11496
Tennessee,Jefferson,52490
Tennessee,Johnson,18017
Tennessee,Knox,444348
Tennessee,Lake,7687
Tennessee,Lauderdale,27427
Tennessee,Lawrence,42226
Tennessee,Lewis,11944
Tennessee,Lincoln,33550
Tennessee,Loudon,50229
Tennessee,McMinn,52506
Tennessee,McNairy,26103
Tennessee,Macon,22761
Tennessee,Madison,98184
Tennessee,Marion,28306
Tennessee,Marshall,31159
Tennessee,Maury,84089
Tennessee,Meigs,11716
Tennessee,Monroe,45293
Tennessee,Montgomery,185980
Tennessee,Moore,6351
Tennessee,Morgan,21794
Tennessee,Obion,31129
Tennessee,Overton,22100
Tennessee,Perry,7864
Tennessee,Pickett,5097
Tennessee,Polk,16687
Tennessee,Putnam,73810
Tennessee,Rhea,32394
Tennessee,Roane,53162
Tennessee,Robertson,67426
Tennessee,Rutherford,282558
Tennessee,Scott,22043
Tennessee,Sequatchie,14592
Tennessee,Sevier,93617
Tennessee,Shelby,937750
Tennessee,Smith,19136
Tennessee,Stewart,13286
Tennessee,Sullivan,156752
Tennessee,Sumner,169623
Tennessee,Tipton,61674
Tennessee,Trousdale,7884
Tennessee,Unicoi,18069
Tennessee,Union,19096
Tennessee,Van Buren,5596
Tennessee,Warren,40015
Tennessee,Washington,125317
Tennessee,Wayne,16897
Tennessee,Weakley,34415
Tennessee,White,26252
Tennessee,Williamson,199456
Tennessee,Wilson,122445
Texas,Anderson,57915
Texas,Andrews,16775
Texas,Angelina,87748
Texas,Aransas,24292
Texas,Archer,8779
Texas,Armstrong,1943
Texas,Atascosa,47050
Texas,Austin,28886
Texas,Bailey,7126
Texas,Bandera,20796
Texas,Bastrop,76948
Texas,Baylor,3628
Texas,Bee,32659
Texas,Bell,326041
Texas,Bexar,1825502
Texas,Blanco,10723
Texas,Borden,705
Texas,Bosque,17971
Texas,Bowie,93155
Texas,Brazoria,331741
Texas,Brazos,205271
Texas,Brewster,9235
Texas,Briscoe,1670
Texas,Brooks,7221
Texas,Brown,37833
Texas,Burleson,17293
Texas,Burnet,44144
Texas,Caldwell,39347
Texas,Calhoun,21666
Texas,Callahan,13532
Texas,Cameron,417947
Texas,Camp,12516
Texas,Carson,6068
Texas,Cass,30328
Texas,Castro,7948
Texas,Chambers,37251
Texas,Cherokee,51167
Texas,Childress,7059
Texas,Clay,10479
Texas,Cochran,2993
Texas,Coke,3238
Texas,Coleman,8536
Texas,Collin,862215
Texas,Collingsworth,3058
Texas,Colorado,20757
Texas,Comal,119632
Texas,Comanche,13623
Texas,Concho,4086
Texas,Cooke,38761
Texas,Coryell,76128
Texas,Cottle,1510
Texas,Crane,4730
Texas,Crockett,3699
Texas,Crosby,6007
Texas,Culberson,2296
Texas,Dallam,7014
Texas,Dallas,2485003
Texas,Dawson,13542
Texas,Deaf Smith,19245
Texas,Delta,5223
Texas,Denton,731851
Texas,DeWitt,20540
Texas,Dickens,2281
Texas,Dimmit,10682
Texas,Donley,3588
Texas,Duval,11577
Texas,Eastland,18328
Texas,Ector,149557
Texas,Edwards,1906
Texas,Ellis,157058
Texas,El Paso,831095
Texas,Erath,40039
Texas,Falls,17410
Texas,Fannin,33748
Texas,Fayette,24849
Texas,Fisher,3858
Texas,Floyd,6178
Texas,Foard,1197
Texas,Fort Bend,658331
Texas,Franklin,10599
Texas,Freestone,19586
Texas,Frio,18168
Texas,Gaines,18916
Texas,Galveston,308163
Texas,Garza,6410
Texas,Gillespie,25398
Texas,Glasscock,1180
Texas,Goliad,7410
Texas,Gonzales,20172
Texas,Gray,22983
Texas,Grayson,122780
Texas,Gregg,123178
Texas,Grimes,26961
Texas,Guadalupe,143460
Texas,Hale,35504
Texas,Hall,3203
Texas,Hamilton,8266
Texas,Hansford,5559
Texas,Hardeman,3992
Texas,Hardin,55375
Texas,Harris,4356362
Texas,Harrison,66417
Texas,Hartley,6121
Texas,Haskell,5853
Texas,Hays,177562
Texas,Hemphill,4115
Texas,Henderson,79016
Texas,Hidalgo,819217
Texas,Hill,34923
Texas,Hockley,23322
Texas,Hood,53171
Texas,Hopkins,35645
Texas,Houston,22949
Texas,Howard,36105
Texas,Hudspeth,3330
Texas,Hunt,88052
Texas,Hutchinson,21858
Texas,Irion,1644
Texas,Jack,8946
Texas,Jackson,14486
Texas,Jasper,35768
Texas,Jeff Davis,2232
Texas,Jefferson,252872
Texas,Jim Hogg,5239
Texas,Jim Wells,41461
Texas,Johnson,155450
Texas,Jones,19978
Texas,Karnes,14879
Texas,Kaufman,109289
Texas,Kendall,37361
Texas,Kenedy,565
Texas,Kent,821
Texas,Kerr,50149
Texas,Kimble,4486
Texas,King,267
Texas,Kinney,3577
Texas,Kleberg,32029
Texas,Knox,3796
Texas,Lamar,49566
Texas,Lamb,13742
Texas,Lampasas,20219
Texas,La Salle,7191
Texas,Lavaca,19549
Texas,Lee,16664
Texas,Leon,16819
Texas,Liberty,77486
Texas,Limestone,23454
Texas,Lipscomb,3483
Texas,Live Oak,11873
Texas,Llano,19323
Texas,Loving,117
Texas,Lubbock,290782
Texas,Lynn,5764
Texas,McCulloch,8273
Texas,McLennan,241505
Texas,McMullen,778
Texas,Madison,13838
Texas,Marion,10248
Texas,Martin,5252
Texas,Mason,4066
Texas,Matagorda,36598
Texas,Maverick,56548
Texas,Medina,47392
Texas,Menard,2182
Texas,Midland,151290
Texas,Milam,24344
Texas,Mills,4875
Texas,Mitchell,9169
Texas,Montague,19478
Texas,Montgomery,502586
Texas,Moore,22281
Texas,Morris,12700
Texas,Motley,1071
Texas,Nacogdoches,65531
Texas,Navarro,48118
Texas,Newton,14231
Texas,Nolan,15061
Texas,Nueces,352060
Texas,Ochiltree,10642
Texas,Oldham,2071
Texas,Orange,83217
Texas,Palo Pinto,27921
Texas,Panola,23900
Texas,Parker,121418
Texas,Parmer,10004
Texas,Pecos,15807
Texas,Polk,46113
Texas,Potter,122352
Texas,Presidio,7304
Texas,Rains,11037
Texas,Randall,126782
Texas,Reagan,3598
Texas,Real,3356
Texas,Red River,12567
Texas,Reeves,14179
Texas,Refugio,7277
Texas,Roberts,931
Texas,Robertson,16532
Texas,Rockwall,85536
Texas,Runnels,10445
Texas,Rusk,53457
Texas,Sabine,10440
Texas,San Augustine,8695
Texas,San Jacinto,27023
Texas,San Patricio,66070
Texas,San Saba,5893
Texas,Schleicher,3224
Texas,Scurry,17238
Texas,Shackelford,3352
Texas,Shelby,25725
Texas,Sherman,3066
Texas,Smith,217552
Texas,Somervell,8608
Texas,Starr,62648
Texas,Stephens,9452
Texas,Sterling,1346
Texas,Stonewall,1414
Texas,Sutton,3966
Texas,Swisher,7713
Texas,Tarrant,1914526
Texas,Taylor,134435
Texas,Terrell,921
Texas,Terry,12687
Texas,Throckmorton,1545
Texas,Titus,32553
Texas,Tom Green,115056
Texas,Travis,1121645
Texas,Trinity,14405
Texas,Tyler,21462
Texas,Upshur,40096
Texas,Upton,3405
Texas,Uvalde,26952
Texas,Val Verde,48980
Texas,Van Zandt,52736
Texas,Victoria,90099
Texas,Walker,69330
Texas,Waller,45847
Texas,Ward,11225
Texas,Washington,34236
Texas,Webb,263251
Texas,Wharton,41264
Texas,Wheeler,5618
Texas,Wichita,131957
Texas,Wilbarger,13158
Texas,Willacy,22002
Texas,Williamson,473592
Texas,Wilson,45509
Texas,Winkler,7576
Texas,Wise,61243
Texas,Wood,42712
Texas,Yoakum,8213
Texas,Young,18329
Texas,Zapata,14308
Texas,Zavala,12060
Utah,Beaver,6461
Utah,Box Elder,50991
Utah,Cache,117449
Utah,Carbon,20927
Utah,Daggett,776
Utah,Davis,323374
Utah,Duchesne,19817
Utah,Emery,10728
Utah,Garfield,5069
Utah,Grand,9388
Utah,Iron,47139
Utah,Juab,10400
Utah,Kane,7202
Utah,Millard,12582
Utah,Morgan,10276
Utah,Piute,1865
Utah,Rich,2292
Utah,Salt Lake,1078958
Utah,San Juan,15152
Utah,Sanpete,28261
Utah,Sevier,20871
Utah,Summit,38521
Utah,Tooele,60893
Utah,Uintah,35721
Utah,Utah,551957
Utah,Wasatch,26661
Utah,Washington,148244
Utah,Wayne,2722
Utah,Weber,238682
Vermont,Addison,36943
Vermont,Bennington,36589
Vermont,Caledonia,31012
Vermont,Chittenden,159711
Vermont,Essex,6207
Vermont,Franklin,48418
Vermont,Grand Isle,6952
Vermont,Lamoille,25027
Vermont,Orange,28929
Vermont,Orleans,27146
Vermont,Rutland,60530
Vermont,Washington,59132
Vermont,Windham,43858
Vermont,Windsor,56150
Virginia,Accomack,33115
Virginia,Albemarle,103108
Virginia,Alleghany,16066
Virginia,Amelia,12777
Virginia,Amherst,32148
Virginia,Appomattox,15208
Virginia,Arlington,223945
Virginia,Augusta,74053
Virginia,Bath,4583
Virginia,Bedford,76463
Virginia,Bland,6662
Virginia,Botetourt,33155
Virginia,Brunswick,16930
Virginia,Buchanan,23486
Virginia,Buckingham,17068
Virginia,Campbell,55012
Virginia,Caroline,29349
Virginia,Carroll,29856
Virginia,Charles City,7118
Virginia,Charlotte,12313
Virginia,Chesterfield,328176
Virginia,Clarke,14299
Virginia,Craig,5212
Virginia,Culpeper,48424
Virginia,Cumberland,9859
Virginia,Dickenson,15463
Virginia,Dinwiddie,28110
Virginia,Essex,11151
Virginia,Fairfax,1128722
Virginia,Fauquier,67463
Virginia,Floyd,15523
Virginia,Fluvanna,26014
Virginia,Franklin,56315
Virginia,Frederick,81340
Virginia,Giles,16907
Virginia,Gloucester,37001
Virginia,Goochland,21721
Virginia,Grayson,15573
Virginia,Greene,18938
Virginia,Greensville,11760
Virginia,Halifax,35506
Virginia,Hanover,101340
Virginia,Henrico,318864
Virginia,Henry,52580
Virginia,Highland,2244
Virginia,Isle of Wight,35740
Virginia,James City,70673
Virginia,King and Queen,7106
Virginia,King George,24933
Virginia,King William,16097
Virginia,Lancaster,11129
Virginia,Lee,25206
Virginia,Loudoun,351129
Virginia,Louisa,33986
Virginia,Lunenburg,12558
Virginia,Madison,13147
Virginia,Mathews,8880
Virginia,Mecklenburg,31555
Virginia,Middlesex,10717
Virginia,Montgomery,96467
Virginia,Nelson,14858
Virginia,New Kent,19560
Virginia,Northampton,12184
Virginia,Northumberland,12304
Virginia,Nottoway,15711
Virginia,Orange,34596
Virginia,Page,23843
Virginia,Patrick,18264
Virginia,Pittsylvania,62794
Virginia,Powhatan,28207
Virginia,Prince Edward,23022
Virginia,Prince George,37380
Virginia,Prince William,437271
Virginia,Pulaski,34528
Virginia,Rappahannock,7431
Virginia,Richmond,8989
Virginia,Roanoke,93633
Virginia,Rockbridge,22444
Virginia,Rockingham,77785
Virginia,Russell,28245
Virginia,Scott,22570
Virginia,Shenandoah,42724
Virginia,Smyth,31734
Virginia,Southampton,18410
Virginia,Spotsylvania,127691
Virginia,Stafford,137145
Virginia,Surry,6823
Virginia,Sussex,11864
Virginia,Tazewell,43870
Virginia,Warren,38481
Virginia,Washington,54759
Virginia,Westmoreland,17557
Virginia,Wise,40530
Virginia,Wythe,29190
Virginia,York,66471
Virginia,Alexandria city,149315
Virginia,Bristol city,17524
Virginia,Buena Vista city,6666
Virginia,Charlottesville city,45084
Virginia,Chesapeake city,230601
Virginia,Colonial Heights city,17515
Virginia,Covington city,5736
Virginia,Danville city,42450
Virginia,Emporia city,5672
Virginia,Fairfax city,23402
Virginia,Falls Church city,13308
Virginia,Franklin city,8457
Virginia,Fredericksburg city,27395
Virginia,Galax city,6876
Virginia,Hampton city,137081
Virginia,Harrisonburg city,51388
Virginia,Hopewell city,22279
Virginia,Lexington city,7071
Virginia,Lynchburg city,78158
Virginia,Manassas city,40743
Virginia,Manassas Park city,15625
Virginia,Martinsville city,13624
Virginia,Newport News city,181323
Virginia,Norfolk city,245452
Virginia,Norton city,4007
Virginia,Petersburg city,32123
Virginia,Poquoson city,12077
Virginia,Portsmouth city,96135
Virginia,Radford city,17057
Virginia,Richmond city,213735
Virginia,Roanoke city,98736
Virginia,Salem city,25165
Virginia,Staunton city,24193
Virginia,Suffolk city,86184
Virginia,Virginia Beach city,448290
Virginia,Waynesboro city,21150
Virginia,Williamsburg city,14754
Virginia,Winchester city,27168
Washington,Adams,19081
Washington,Asotin,22040
Washington,Benton,184930
Washington,Chelan,74267
Washington,Clallam,72397
Washington,Clark,444506
Washington,Columbia,3989
Washington,Cowlitz,102338
Washington,Douglas,39599
Washington,Ferry,7652
Washington,Franklin,86443
Washington,Garfield,2230
Washington,Grant,92070
Washington,Grays Harbor,71419
Washington,Island,79329
Washington,Jefferson,30083
Washington,King,2045756
Washington,Kitsap,255441
Washington,Kittitas,42204
Washington,Klickitat,20820
Washington,Lewis,75515
Washington,Lincoln,10363
Washington,Mason,60791
Washington,Okanogan,41332
Washington,Pacific,20645
Washington,Pend Oreille,12968
Washington,Pierce,821952
Washington,San Juan,15956
Washington,Skagit,119343
Washington,Skamania,11243
Washington,Snohomish,746653
Washington,Spokane,480832
Washington,Stevens,43548
Washington,Thurston,262723
Washington,Wahkiakum,4035
Washington,Walla Walla,59726
Washington,Whatcom,207100
Washington,Whitman,46737
Washington,Yakima,247408
West Virginia,Barbour,16731
West Virginia,Berkeley,108724
West Virginia,Boone,24000
West Virginia,Braxton,14466
West Virginia,Brooke,23665
West Virginia,Cabell,96824
West Virginia,Calhoun,7557
West Virginia,Clay,9141
West Virginia,Doddridge,8201
West Virginia,Fayette,45534
West Virginia,Gilmer,8644
West Virginia,Grant,11815
West Virginia,Greenbrier,35666
West Virginia,Hampshire,23542
West Virginia,Hancock,30201
West Virginia,Hardy,13936
West Virginia,Harrison,68998
West Virginia,Jackson,29256
West Virginia,Jefferson,55214
West Virginia,Kanawha,190781
West Virginia,Lewis,16434
West Virginia,Lincoln,21560
West Virginia,Logan,35760
West Virginia,McDowell,20802
West Virginia,Marion,56790
West Virginia,Marshall,32480
West Virginia,Mason,27177
West Virginia,Mercer,61891
West Virginia,Mineral,27755
West Virginia,Mingo,25931
West Virginia,Monongalia,101668
West Virginia,Monroe,13525
West Virginia,Morgan,17475
West Virginia,Nicholas,25930
West Virginia,Ohio,43637
West Virginia,Pendleton,7402
West Virginia,Pleasants,7636
West Virginia,Pocahontas,8697
West Virginia,Preston,33809
West Virginia,Putnam,56596
West Virginia,Raleigh,78493
West Virginia,Randolph,29365
West Virginia,Ritchie,10140
West Virginia,Roane,14636
West Virginia,Summers,13544
West Virginia,Taylor,16977
West Virginia,Tucker,6972
West Virginia,Tyler,9033
West Virginia,Upshur,24560
West Virginia,Wayne,41499
West Virginia,Webster,8927
West Virginia,Wetzel,16157
West Virginia,Wirt,5841
West Virginia,Wood,86559
West Virginia,Wyoming,22866
Wisconsin,Adams,20451
Wisconsin,Ashland,15993
Wisconsin,Barron,45686
Wisconsin,Bayfield,15050
Wisconsin,Brown,254717
Wisconsin,Buffalo,13319
Wisconsin,Burnett,15334
Wisconsin,Calumet,49678
Wisconsin,Chippewa,63209
Wisconsin,Clark,34518
Wisconsin,Columbia,56607
Wisconsin,Crawford,16483
Wisconsin,Dane,510198
Wisconsin,Dodge,88547
Wisconsin,Door,27731
Wisconsin,Douglas,43799
Wisconsin,Dunn,44159
Wisconsin,Eau Claire,101281
Wisconsin,Florence,4476
Wisconsin,Fond du Lac,101920
Wisconsin,Forest,9150
Wisconsin,Grant,51489
Wisconsin,Green,37044
Wisconsin,Green Lake,18966
Wisconsin,Iowa,23769
Wisconsin,Iron,5907
Wisconsin,Jackson,20543
Wisconsin,Jefferson,84345
Wisconsin,Juneau,26494
Wisconsin,Kenosha,167738
Wisconsin,Kewaunee,20483
Wisconsin,La Crosse,117048
Wisconsin,Lafayette,16835
Wisconsin,Langlade,19551
Wisconsin,Lincoln,28286
Wisconsin,Manitowoc,80521
Wisconsin,Marathon,135177
Wisconsin,Marinette,41287
Wisconsin,Marquette,15140
Wisconsin,Menominee,4451
Wisconsin,Milwaukee,955939
Wisconsin,Monroe,45274
Wisconsin,Oconto,37476
Wisconsin,Oneida,35653
Wisconsin,Outagamie,180430
Wisconsin,Ozaukee,87273
Wisconsin,Pepin,7372
Wisconsin,Pierce,40799
Wisconsin,Polk,43572
Wisconsin,Portage,70432
Wisconsin,Price,13800
Wisconsin,Racine,194895
Wisconsin,Richland,17746
Wisconsin,Rock,160727
Wisconsin,Rusk,14357
Wisconsin,St. Croix,86118
Wisconsin,Sauk,62992
Wisconsin,Sawyer,16483
Wisconsin,Shawano,41563
Wisconsin,Sheboygan,115226
Wisconsin,Taylor,20569
Wisconsin,Trempealeau,29412
Wisconsin,Vernon,30279
Wisconsin,Vilas,21355
Wisconsin,Walworth,103039
Wisconsin,Washburn,15700
Wisconsin,Washington,132921
Wisconsin,Waukesha,393873
Wisconsin,Waupaca,52125
Wisconsin,Waushara,24321
Wisconsin,Winnebago,169004
Wisconsin,Wood,74012
Wyoming,Albany,37565
Wyoming,Big Horn,11895
